county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies
['Yuba'],2020-06-17 to 2020-06-23,2,[5180.0],[1330000.0],[17500.0],[34706.0],[315000.0],[55160.0],[77294.0],[0.0],[55124.0],[0.0],[49014.0],[25900.0],[151.0],[0.0],[2800.0],[0.0],[476.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Ventura'],2020-06-17 to 2020-06-23,2,[919820.0],[22519000.0],[196120.0],[1492190.0],[2507000.0],[11179560.0],[67010.0],[0.0],[14634.0],[0.0],[330000.0],[170736.0],[3250.0],[0.0],[0.0],[259000.0],[0.0],[0.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[65800.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-06-17 to 2020-06-23,2,[253688.0],[1963000.0],[1445160.0],[168820.0],[1555600.0],[3169600.0],[98832.0],[7656.0],[1147006.0],[0.0],[304000.0],[166178.0],[602.0],[0.0],[0.0],[84420.0],[106180.0],[0.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['San Joaquin'],2020-06-17 to 2020-06-23,2,[416360.0],[2847090.0],[92500.0],[539084.0],[4337760.0],[1100638.0],[185738.0],[8280.0],[324576.0],[0.0],[329035.0],[235900.0],[2622.0],[2100.0],[67900.0],[176120.0],[30835.0],[0.0],[14700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Alameda'],2020-06-17 to 2020-06-23,2,[834260.0],[7537000.0],[867600.0],[471478.0],[5187200.0],[8775300.0],[1100814.0],[3000.0],[385386.0],[0.0],[1157600.0],[570102.0],[9444.0],[0.0],[35000.0],[159740.0],[32274.0],[720.0],[91000.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Monterey'],2020-06-17 to 2020-06-23,2,[208880.0],[7655536.0],[17500.0],[204890.0],[5232920.0],[1213940.0],[201796.0],[0.0],[110816.0],[0.0],[301000.0],[159810.0],[1006.0],[32200.0],[0.0],[270340.0],[58513.0],[0.0],[59500.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Solano'],2020-06-17 to 2020-06-23,2,[220318.0],[504000.0],[29120.0],[312396.0],[1192520.0],[1276240.0],[69214.0],[0.0],[81596.0],[0.0],[283700.0],[39042.0],[1829.0],[5250.0],[0.0],[0.0],[33250.0],[0.0],[0.0],[65800.0],[0.0],[0.0],[17500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Francisco'],2020-06-17 to 2020-06-23,2,[1533300.0],[21933000.0],[526540.0],[376752.0],[1540000.0],[10933300.0],[126978.0],[0.0],[78534.0],[6720.0],[390935.0],[360496.0],[4000.0],[0.0],[0.0],[735280.0],[18060.0],[420.0],[85820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0]
['Stanislaus'],2020-06-17 to 2020-06-23,2,[283600.0],[1492000.0],[5820.0],[433300.0],[1904000.0],[2048172.0],[50861.0],[7056.0],[9976.0],[84.0],[440300.0],[268800.0],[103828.0],[0.0],[0.0],[140560.0],[53228.0],[0.0],[7000.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2020-06-17 to 2020-06-23,2,[1411108.0],[10671520.0],[112960.0],[1849998.0],[8491480.0],[14731978.0],[740869.0],[0.0],[369860.0],[7056.0],[1562000.0],[854260.0],[29388.0],[2100.0],[77350.0],[936320.0],[1050.0],[9660.0],[380940.0],[0.0],[16100.0],[10500.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Nevada'],2020-06-17 to 2020-06-23,2,[8000.0],[329000.0],[20000.0],[83784.0],[495600.0],[722120.0],[19250.0],[0.0],[21980.0],[0.0],[57400.0],[32284.0],[78.0],[0.0],[4800.0],[64260.0],[2800.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Luis Obispo'],2020-06-17 to 2020-06-23,2,[78560.0],[4183000.0],[603120.0],[42420.0],[2432800.0],[1331460.0],[139522.0],[0.0],[10995.0],[0.0],[21021.0],[0.0],[193.0],[0.0],[0.0],[6300.0],[700.0],[0.0],[4200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2020-06-17 to 2020-06-23,2,[14784.0],[1631000.0],[0.0],[23870.0],[21000.0],[68460.0],[1120.0],[0.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5200.0],[0.0],[0.0],[0.0]
['Imperial'],2020-06-17 to 2020-06-23,2,[573760.0],[5520500.0],[409160.0],[886632.0],[1406580.0],[3475780.0],[119480.0],[0.0],[199892.0],[0.0],[202000.0],[114356.0],[7971.0],[0.0],[0.0],[106680.0],[336637.0],[400.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[135.0],[0.0],[0.0],[0.0],[0.0]
['San Bernardino'],2020-06-17 to 2020-06-23,2,[316380.0],[6348000.0],[2815560.0],[380744.0],[2240000.0],[5255398.0],[115396.0],[0.0],[29218.0],[0.0],[196000.0],[144242.0],[14895.0],[5250.0],[63700.0],[175000.0],[14875.0],[17500.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-06-17 to 2020-06-23,2,[12557500.0],[20035250.0],[149940.0],[3636780.0],[14623200.0],[34588320.0],[876215.0],[0.0],[611158.0],[0.0],[949200.0],[866726.0],[90515.0],[0.0],[0.0],[70560.0],[446264.0],[420.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Diego'],2020-06-17 to 2020-06-23,2,[1646816.0],[21450000.0],[2422000.0],[3783588.0],[9756736.0],[6314070.0],[1821217.0],[168.0],[369934.0],[126.0],[1070000.0],[500920.0],[33228.0],[0.0],[157600.0],[0.0],[77364.0],[0.0],[117600.0],[70000.0],[0.0],[3500.0],[0.0],[210.0],[140.0],[159600.0],[0.0],[0.0],[0.0]
['Humboldt'],2020-06-17 to 2020-06-23,2,[83300.0],[8582000.0],[86660.0],[46900.0],[315000.0],[1664320.0],[98032.0],[0.0],[104369.0],[0.0],[128400.0],[56434.0],[0.0],[5250.0],[0.0],[0.0],[0.0],[29526.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[21700.0],[0.0],[0.0],[0.0]
['Tulare'],2020-06-17 to 2020-06-23,2,[908922.0],[5600000.0],[21000.0],[663124.0],[2541000.0],[2127202.0],[73282.0],[0.0],[134057.0],[0.0],[196700.0],[153412.0],[3953.0],[1050.0],[0.0],[350000.0],[12775.0],[7098.0],[23380.0],[0.0],[4200.0],[3150.0],[0.0],[28.0],[399.0],[0.0],[0.0],[0.0],[0.0]
['Los Angeles'],2020-06-17 to 2020-06-23,2,[6734202.0],[139082900.0],[2917900.0],[15846162.0],[30114920.0],[95452540.0],[3864587.0],[53872.0],[825019.0],[2800.0],[4458550.0],[2899132.0],[191801.0],[9100.0],[0.0],[666820.0],[140609.0],[3541.0],[64750.0],[0.0],[0.0],[0.0],[0.0],[140.0],[137.0],[70000.0],[0.0],[0.0],[0.0]
['Mendocino'],2020-06-17 to 2020-06-23,2,[53200.0],[805000.0],[379820.0],[159600.0],[0.0],[359800.0],[34958.0],[0.0],[0.0],[0.0],[60200.0],[7056.0],[427.0],[0.0],[0.0],[0.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[7.0],[6552.0],[0.0],[0.0],[0.0]
['Kings'],2020-06-17 to 2020-06-23,2,[52492.0],[1723000.0],[10000.0],[345674.0],[636720.0],[608440.0],[307454.0],[0.0],[329560.0],[0.0],[134421.0],[116256.0],[2417.0],[7000.0],[46900.0],[70000.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[70000.0],[0.0],[0.0],[0.0]
['Madera'],2020-06-17 to 2020-06-23,2,[112000.0],[2450000.0],[3500.0],[7000.0],[48000.0],[0.0],[754376.0],[0.0],[451500.0],[0.0],[160000.0],[60412.0],[104.0],[0.0],[0.0],[17640.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-06-17 to 2020-06-23,2,[295068.0],[1578800.0],[92000.0],[2392622.0],[1033300.0],[8346310.0],[998136.0],[12880.0],[60970.0],[3570.0],[974100.0],[535684.0],[1994.0],[14000.0],[2450.0],[1254540.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[0.0],[28700.0],[0.0],[0.0],[0.0]
['Siskiyou'],2020-06-17 to 2020-06-23,2,[700.0],[1407000.0],[112000.0],[39004.0],[770000.0],[7920.0],[7392.0],[0.0],[0.0],[0.0],[99407.0],[15750.0],[98.0],[0.0],[119000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0]
['Inyo'],2020-06-17 to 2020-06-23,2,[111600.0],[864000.0],[568160.0],[14924.0],[245000.0],[460040.0],[19232.0],[0.0],[4900.0],[756.0],[46200.0],[350.0],[100800.0],[0.0],[0.0],[0.0],[4587.0],[10608.0],[2100.0],[0.0],[364.0],[700.0],[0.0],[70.0],[0.0],[350.0],[0.0],[0.0],[0.0]
['San Mateo'],2020-06-17 to 2020-06-23,2,[655780.0],[8328000.0],[130220.0],[420440.0],[2396800.0],[637840.0],[164144.0],[0.0],[236646.0],[7056.0],[547350.0],[271732.0],[4232.0],[0.0],[76300.0],[2114630.0],[0.0],[420.0],[66500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['Calaveras'],2020-06-17 to 2020-06-23,2,[5110.0],[0.0],[85000.0],[42700.0],[270200.0],[157864.0],[14560.0],[0.0],[106400.0],[0.0],[42007.0],[39200.0],[63.0],[0.0],[0.0],[36680.0],[0.0],[700.0],[3500.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[350.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2020-06-17 to 2020-06-23,2,[83320.0],[6005000.0],[25380.0],[503300.0],[3009400.0],[1555505.0],[5456.0],[0.0],[840.0],[0.0],[286400.0],[184400.0],[214.0],[0.0],[0.0],[78820.0],[2800.0],[0.0],[27120.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yolo'],2020-06-17 to 2020-06-23,2,[117460.0],[2868000.0],[1783040.0],[200946.0],[3025680.0],[658980.0],[35035.0],[0.0],[1092.0],[0.0],[42000.0],[7000.0],[74.0],[0.0],[0.0],[201740.0],[28063.0],[0.0],[6300.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Marin'],2020-06-17 to 2020-06-23,2,[708616.0],[1196000.0],[28960.0],[645540.0],[1344000.0],[335860.0],[47098.0],[0.0],[420952.0],[0.0],[161000.0],[33600.0],[343.0],[0.0],[0.0],[17640.0],[10976.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[120050.0],[0.0],[0.0],[0.0]
['Riverside'],2020-06-17 to 2020-06-23,2,[218856.0],[25543000.0],[511960.0],[488300.0],[16095940.0],[9194760.0],[199821.0],[0.0],[171886.0],[1680.0],[21000.0],[277298.0],[21747.0],[10500.0],[3500.0],[710220.0],[56350.0],[17850.0],[112000.0],[922600.0],[0.0],[3500.0],[0.0],[0.0],[50.0],[0.0],[0.0],[0.0],[0.0]
['Colusa'],2020-06-17 to 2020-06-23,2,[27888.0],[4098000.0],[45500.0],[9142.0],[28000.0],[56000.0],[26523.0],[0.0],[0.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[350.0],[0.0],[0.0],[0.0]
['Shasta'],2020-06-17 to 2020-06-23,2,[31520.0],[769700.0],[60280.0],[24164.0],[308000.0],[77924.0],[68436.0],[0.0],[35546.0],[0.0],[72100.0],[32256.0],[0.0],[0.0],[0.0],[0.0],[0.0],[42.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2020-06-17 to 2020-06-23,2,[2100.0],[14000.0],[0.0],[350.0],[3360.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0]
['Lake'],2020-06-17 to 2020-06-23,2,[25900.0],[3679000.0],[91160.0],[23552.0],[920600.0],[401940.0],[10802.0],[600.0],[0.0],[0.0],[35700.0],[34300.0],[42.0],[2800.0],[4200.0],[17640.0],[0.0],[0.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-06-17 to 2020-06-23,2,[869900.0],[7286000.0],[577600.0],[757960.0],[3963960.0],[2602880.0],[375071.0],[0.0],[102620.0],[0.0],[421400.0],[298900.0],[6799.0],[3150.0],[0.0],[7560.0],[8960.0],[280.0],[40600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[10500.0],[0.0],[0.0],[0.0]
['Amador'],2020-06-17 to 2020-06-23,2,[54376.0],[770000.0],[84000.0],[28950.0],[259000.0],[272160.0],[35280.0],[0.0],[2452.0],[210.0],[39007.0],[19600.0],[0.0],[0.0],[0.0],[44100.0],[7000.0],[0.0],[10000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Tuolumne'],2020-06-17 to 2020-06-23,2,[102248.0],[3299500.0],[2940.0],[140210.0],[2058000.0],[419944.0],[21405.0],[0.0],[0.0],[0.0],[119000.0],[36400.0],[2142.0],[0.0],[36400.0],[61740.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-06-17 to 2020-06-23,2,[5172.0],[299000.0],[160440.0],[29120.0],[364000.0],[87780.0],[12232.0],[0.0],[126000.0],[0.0],[21000.0],[19600.0],[0.0],[0.0],[0.0],[70560.0],[350.0],[0.0],[2800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Glenn'],2020-06-17 to 2020-06-23,2,[2300.0],[82800.0],[500.0],[13650.0],[294000.0],[56280.0],[588.0],[0.0],[0.0],[0.0],[35000.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0]
['Tehama'],2020-06-17 to 2020-06-23,2,[1400.0],[182000.0],[0.0],[10500.0],[7000.0],[62160.0],[0.0],[14000.0],[54824.0],[0.0],[3500.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2020-06-17 to 2020-06-23,2,[59260.0],[689000.0],[172000.0],[281064.0],[27720.0],[526484.0],[33113.0],[0.0],[101017.0],[0.0],[53214.0],[44800.0],[473.0],[0.0],[18550.0],[0.0],[0.0],[0.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2020-06-17 to 2020-06-23,2,[9800.0],[119000.0],[14000.0],[18200.0],[245000.0],[17640.0],[6216.0],[1400.0],[588.0],[0.0],[35000.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sierra'],2020-06-17 to 2020-06-23,2,[700.0],[21700.0],[3500.0],[12040.0],[18060.0],[5040.0],[1134.0],[0.0],[0.0],[0.0],[3500.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Kern'],2020-06-24 to 2020-06-30,3,[1858100.0],[2972000.0],[4295200.0],[2293340.0],[1730640.0],[4321478.0],[5735695.0],[0.0],[136836.0],[0.0],[306650.0],[335700.0],[7133.0],[0.0],[245000.0],[84560.0],[0.0],[290.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[539.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2020-06-24 to 2020-06-30,3,[7840.0],[658000.0],[21000.0],[11592.0],[0.0],[1680.0],[61152.0],[0.0],[0.0],[0.0],[35000.0],[7112.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2020-06-24 to 2020-06-30,3,[66080.0],[2926000.0],[35560.0],[1012550.0],[2072000.0],[318960.0],[7074.0],[0.0],[101052.0],[0.0],[252700.0],[138712.0],[938.0],[7000.0],[0.0],[35280.0],[0.0],[240.0],[7000.0],[0.0],[0.0],[2800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mono'],2020-06-24 to 2020-06-30,3,[9100.0],[483000.0],[24500.0],[19558.0],[591500.0],[311300.0],[33166.0],[0.0],[25900.0],[84.0],[28007.0],[350.0],[0.0],[5250.0],[30800.0],[35280.0],[378.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-06-24 to 2020-06-30,3,[79744.0],[798000.0],[724080.0],[172480.0],[693000.0],[929108.0],[1179932.0],[7000.0],[110985.0],[0.0],[56000.0],[39200.0],[196.0],[0.0],[0.0],[61740.0],[0.0],[0.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2020-06-24 to 2020-06-30,3,[118608.0],[2318400.0],[137060.0],[136192.0],[3058120.0],[9160480.0],[321012.0],[7056.0],[2735.0],[0.0],[273000.0],[175112.0],[3500.0],[0.0],[0.0],[296380.0],[14294.0],[0.0],[21000.0],[0.0],[168.0],[0.0],[0.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0]
['Sutter'],2020-06-24 to 2020-06-30,3,[12200.0],[251000.0],[3500.0],[38240.0],[0.0],[347080.0],[565.0],[0.0],[63464.0],[0.0],[19600.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2020-06-24 to 2020-06-30,3,[16800.0],[1225000.0],[43120.0],[77000.0],[210000.0],[63640.0],[18956.0],[0.0],[143052.0],[0.0],[57400.0],[35350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2020-06-24 to 2020-06-30,3,[39900.0],[1484000.0],[170620.0],[96152.0],[995400.0],[259570.0],[14904.0],[4872.0],[210504.0],[0.0],[43400.0],[12600.0],[0.0],[0.0],[0.0],[0.0],[10500.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[350.0],[0.0],[0.0],[0.0]
['Placer'],2020-06-24 to 2020-06-30,3,[102900.0],[8568000.0],[759500.0],[1247890.0],[1442000.0],[1943944.0],[483152.0],[0.0],[10668.0],[0.0],[294000.0],[175448.0],[101604.0],[0.0],[0.0],[1170120.0],[700.0],[0.0],[85400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0]
['Trinity'],2020-06-24 to 2020-06-30,3,[26660.0],[296360.0],[38500.0],[31098.0],[238000.0],[199724.0],[2148.0],[0.0],[18200.0],[0.0],[28707.0],[20650.0],[0.0],[0.0],[0.0],[7560.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['Sacramento'],2020-06-24 to 2020-06-30,3,[1073072.0],[16859000.0],[2163000.0],[811490.0],[3680280.0],[6349145.0],[1077903.0],[76200.0],[85822.0],[2814.0],[343000.0],[341698.0],[11061.0],[2100.0],[0.0],[331240.0],[17500.0],[7280.0],[83300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[143500.0],[0.0],[0.0],[0.0]
['San Benito'],2020-06-24 to 2020-06-30,3,[2400.0],[1323000.0],[0.0],[32720.0],[420000.0],[1174990.0],[5852.0],[4800.0],[252.0],[0.0],[70000.0],[11200.0],[56.0],[0.0],[0.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2020-06-24 to 2020-06-30,3,[5180.0],[1346000.0],[17500.0],[34706.0],[315000.0],[72440.0],[79082.0],[0.0],[59244.0],[0.0],[54014.0],[31500.0],[266.0],[0.0],[2800.0],[0.0],[476.0],[240.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Ventura'],2020-06-24 to 2020-06-30,3,[924644.0],[22561000.0],[200620.0],[1593790.0],[2669000.0],[11300100.0],[73796.0],[4800.0],[19742.0],[0.0],[420000.0],[218736.0],[3745.0],[0.0],[0.0],[265300.0],[0.0],[780.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[65800.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-06-24 to 2020-06-30,3,[256568.0],[2855000.0],[1495040.0],[171220.0],[1893600.0],[3194980.0],[117888.0],[11256.0],[1147006.0],[0.0],[364000.0],[194978.0],[665.0],[0.0],[0.0],[146160.0],[106330.0],[0.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['San Joaquin'],2020-06-24 to 2020-06-30,3,[417608.0],[3027090.0],[94500.0],[626084.0],[4583520.0],[1230238.0],[188186.0],[25680.0],[361726.0],[0.0],[362835.0],[268700.0],[3343.0],[4100.0],[67900.0],[176120.0],[30835.0],[0.0],[14700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Alameda'],2020-06-24 to 2020-06-30,3,[932236.0],[8719000.0],[1393100.0],[471478.0],[5423160.0],[9021600.0],[1255702.0],[21000.0],[440486.0],[0.0],[1307600.0],[673302.0],[10395.0],[0.0],[35000.0],[215180.0],[32774.0],[1020.0],[91000.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Monterey'],2020-06-24 to 2020-06-30,3,[209896.0],[7689536.0],[17500.0],[271490.0],[5832920.0],[1310900.0],[202732.0],[0.0],[111488.0],[0.0],[371000.0],[187810.0],[1498.0],[32200.0],[0.0],[300580.0],[58513.0],[0.0],[59500.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Solano'],2020-06-24 to 2020-06-30,3,[222478.0],[536000.0],[30120.0],[312396.0],[1198520.0],[1306960.0],[76246.0],[0.0],[81884.0],[0.0],[343700.0],[63042.0],[2051.0],[5250.0],[0.0],[0.0],[33250.0],[290.0],[0.0],[65800.0],[0.0],[0.0],[17500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Francisco'],2020-06-24 to 2020-06-30,3,[1740892.0],[22363000.0],[530080.0],[398202.0],[8180640.0],[11036660.0],[213284.0],[0.0],[78788.0],[6720.0],[480935.0],[451696.0],[4550.0],[0.0],[0.0],[735280.0],[18060.0],[880.0],[85820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0]
['Stanislaus'],2020-06-24 to 2020-06-30,3,[285264.0],[1704000.0],[11580.0],[433300.0],[1974000.0],[2163372.0],[198689.0],[7056.0],[12330.0],[84.0],[510300.0],[310800.0],[104524.0],[0.0],[0.0],[140560.0],[53228.0],[0.0],[7000.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2020-06-24 to 2020-06-30,3,[1538428.0],[11107520.0],[121500.0],[1881348.0],[8475880.0],[16116218.0],[1181713.0],[0.0],[574536.0],[7056.0],[1862000.0],[1058260.0],[36288.0],[2100.0],[77350.0],[948920.0],[2150.0],[14090.0],[380940.0],[0.0],[16100.0],[10500.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Nevada'],2020-06-24 to 2020-06-30,3,[14000.0],[337000.0],[35000.0],[98784.0],[495600.0],[725000.0],[19730.0],[0.0],[21980.0],[0.0],[57400.0],[32284.0],[150.0],[0.0],[8400.0],[86940.0],[2800.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Luis Obispo'],2020-06-24 to 2020-06-30,3,[82008.0],[4403000.0],[603120.0],[42420.0],[2448400.0],[1343940.0],[162744.0],[0.0],[11319.0],[0.0],[21021.0],[0.0],[343.0],[0.0],[0.0],[8820.0],[700.0],[480.0],[4200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2020-06-24 to 2020-06-30,3,[14784.0],[1631000.0],[0.0],[23870.0],[21000.0],[72240.0],[1120.0],[0.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Imperial'],2020-06-24 to 2020-06-30,3,[588560.0],[8152500.0],[411040.0],[908082.0],[1406580.0],[3495940.0],[120428.0],[0.0],[199892.0],[0.0],[217000.0],[123956.0],[8862.0],[0.0],[0.0],[106680.0],[336637.0],[1540.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[148.0],[0.0],[0.0],[0.0],[0.0]
['San Bernardino'],2020-06-24 to 2020-06-30,3,[351516.0],[7192000.0],[2889320.0],[380744.0],[2458000.0],[5571538.0],[160356.0],[0.0],[29890.0],[0.0],[196000.0],[144242.0],[21147.0],[5250.0],[63700.0],[182560.0],[14875.0],[17500.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
